Date and Time, Tick, Current Task, Ax, Ay, Az, Gx, Gy, Gz, Mx, My, Mz
11/21/2014 12:01:48 PM, 635521681081080988, Tremor Detection, -118, 247, -277, 637, 683, 676, -200, 107, 190
11/21/2014 12:01:48 PM, 635521681081090982, Tremor Detection, -145, 338, -382, 456, 351, 51, -197, 110, 194
11/21/2014 12:01:48 PM, 635521681081090982, Tremor Detection, -145, 338, -382, -218, -757, -524, -202, 108, 188
11/21/2014 12:01:48 PM, 635521681081100976, Tremor Detection, -162, 341, -373, -448, -1213, -922, -211, 107, 182
11/21/2014 12:01:48 PM, 635521681081110970, Tremor Detection, -103, 203, -213, -732, -1422, -1208, -221, 106, 171
11/21/2014 12:01:48 PM, 635521681081110970, Tremor Detection, -103, 203, -213, -857, -1319, -1368, -234, 102, 164
11/21/2014 12:01:48 PM, 635521681081120964, Tremor Detection, -91, 64, -80, -717, -741, -1100, -244, 96, 161
11/21/2014 12:01:48 PM, 635521681086837532, Tremor Detection, -111, 19, -37, -543, -437, -601, -245, 95, 160
11/21/2014 12:01:48 PM, 635521681086867514, Tremor Detection, -111, 19, -37, -329, -292, -168, -248, 99, 157
11/21/2014 12:01:48 PM, 635521681086877508, Tremor Detection, -134, 54, -33, -80, -80, 168, -245, 104, 160
11/21/2014 12:01:48 PM, 635521681086887502, Tremor Detection, -132, 77, 2, 175, 517, 889, -243, 108, 162
11/21/2014 12:01:48 PM, 635521681086897496, Tremor Detection, -132, 77, 2, 349, 965, 1101, -234, 117, 163
11/21/2014 12:01:48 PM, 635521681086897496, Tremor Detection, -106, 76, -23, 709, 1428, 1297, -223, 118, 169
11/21/2014 12:01:48 PM, 635521681086907490, Tremor Detection, -116, 244, -210, 1199, 1815, 1406, -211, 120, 180
11/21/2014 12:01:48 PM, 635521681086917484, Tremor Detection, -116, 244, -210, 1323, 870, 800, -198, 119, 197
11/21/2014 12:01:48 PM, 635521681086917484, Tremor Detection, -133, 374, -485, 1124, 785, 381, -192, 115, 209
11/21/2014 12:01:48 PM, 635521681086927478, Tremor Detection, -167, 368, -409, 244, 426, -121, -194, 113, 208
11/21/2014 12:01:48 PM, 635521681086937472, Tremor Detection, -167, 368, -409, -240, -804, -535, -201, 111, 197
11/21/2014 12:01:48 PM, 635521681086937472, Tremor Detection, -96, 209, -246, -1049, -926, -1015, -208, 109, 183
11/21/2014 12:01:48 PM, 635521681086947466, Tremor Detection, -89, 102, -132, -1023, -731, -1120, -215, 105, 176
11/21/2014 12:01:48 PM, 635521681086957460, Tremor Detection, -89, 102, -132, -846, -592, -1046, -225, 103, 168
11/21/2014 12:01:48 PM, 635521681086957460, Tremor Detection, -119, 66, -88, -702, -361, -740, -230, 100, 163
11/21/2014 12:01:48 PM, 635521681086967454, Tremor Detection, -135, 92, -90, -282, -153, -135, -236, 100, 161
11/21/2014 12:01:48 PM, 635521681086977448, Tremor Detection, -135, 92, -90, -93, -41, 96, -232, 107, 166
11/21/2014 12:01:48 PM, 635521681086987442, Tremor Detection, -137, 117, -76, 64, 94, 310, -235, 106, 166
11/21/2014 12:01:48 PM, 635521681086987442, Tremor Detection, -137, 117, -76, 160, 290, 469, -229, 108, 168
11/21/2014 12:01:48 PM, 635521681086997436, Tremor Detection, -133, 148, -59, 275, 528, 524, -223, 112, 168
11/21/2014 12:01:48 PM, 635521681087007430, Tremor Detection, -107, 151, -94, 752, 614, 373, -221, 106, 178
11/21/2014 12:01:48 PM, 635521681087007430, Tremor Detection, -107, 151, -94, 993, 600, 283, -213, 102, 190
11/21/2014 12:01:48 PM, 635521681087017424, Tremor Detection, -104, 209, -271, 1126, 517, 125, -207, 95, 203
11/21/2014 12:01:48 PM, 635521681087027418, Tremor Detection, -149, 281, -394, 1009, 460, -34, -203, 90, 206
11/21/2014 12:01:48 PM, 635521681087027418, Tremor Detection, -149, 281, -394, 137, 314, -317, -203, 88, 202
11/21/2014 12:01:48 PM, 635521681087037412, Tremor Detection, -146, 287, -376, -407, -514, -543, -208, 90, 196
11/21/2014 12:01:48 PM, 635521681087047406, Tremor Detection, -119, 226, -290, -700, -1080, -820, -220, 89, 180
11/21/2014 12:01:48 PM, 635521681087047406, Tremor Detection, -119, 226, -290, -761, -1320, -1191, -227, 84, 172
11/21/2014 12:01:48 PM, 635521681087087382, Tremor Detection, -111, 135, -154, -898, -1114, -1384, -242, 83, 161
11/21/2014 12:01:48 PM, 635521681087097376, Tremor Detection, -116, 56, -66, -925, -842, -1128, -250, 74, 156
11/21/2014 12:01:48 PM, 635521681087107370, Tremor Detection, -116, 56, -66, -693, -796, -814, -259, 74, 154
11/21/2014 12:01:48 PM, 635521681087117364, Tremor Detection, -136, 49, -44, -542, -615, -382, -261, 75, 156
11/21/2014 12:01:48 PM, 635521681087127358, Tremor Detection, -157, 91, -56, -314, -434, -97, -259, 80, 157
11/21/2014 12:01:48 PM, 635521681087137352, Tremor Detection, -157, 91, -56, 14, 21, 362, -262, 81, 156
11/21/2014 12:01:48 PM, 635521681087147346, Tremor Detection, -145, 91, -21, 131, 360, 577, -255, 85, 157
11/21/2014 12:01:48 PM, 635521681087157340, Tremor Detection, -145, 91, -21, 257, 759, 732, -250, 89, 159
11/21/2014 12:01:48 PM, 635521681087167334, Tremor Detection, -109, 80, 0, 479, 1162, 842, -247, 92, 157
11/21/2014 12:01:48 PM, 635521681087177328, Tremor Detection, -75, 76, -53, 766, 1626, 1046, -234, 96, 161
11/21/2014 12:01:48 PM, 635521681087187322, Tremor Detection, -75, 76, -53, 1565, 1784, 1299, -221, 95, 178
11/21/2014 12:01:48 PM, 635521681087197316, Tremor Detection, -122, 223, -275, 1797, 861, 1147, -206, 87, 203
11/21/2014 12:01:48 PM, 635521681087207310, Tremor Detection, -164, 361, -503, 1736, 337, 812, -199, 88, 229
11/21/2014 12:01:48 PM, 635521681087217304, Tremor Detection, -164, 361, -503, 1211, 203, 310, -196, 83, 237
11/21/2014 12:01:48 PM, 635521681087227298, Tremor Detection, -180, 350, -428, -452, -597, -566, -199, 77, 226
11/21/2014 12:01:48 PM, 635521681087237292, Tremor Detection, -115, 209, -300, -1008, -627, -738, -206, 81, 207
11/21/2014 12:01:48 PM, 635521681087247286, Tremor Detection, -115, 209, -300, -1321, -548, -932, -217, 78, 188
11/21/2014 12:01:48 PM, 635521681087257280, Tremor Detection, -84, 105, -149, -1287, -521, -1131, -225, 79, 172
11/21/2014 12:01:48 PM, 635521681087267274, Tremor Detection, -120, 44, -80, -948, -409, -834, -236, 74, 162
11/21/2014 12:01:48 PM, 635521681087277268, Tremor Detection, -120, 44, -80, -644, -418, -426, -237, 76, 162
11/21/2014 12:01:48 PM, 635521681087287262, Tremor Detection, -119, 65, -75, -290, -487, -111, -238, 74, 163
11/21/2014 12:01:48 PM, 635521681087297256, Tremor Detection, -132, 83, -59, -85, -262, 102, -240, 81, 163
11/21/2014 12:01:48 PM, 635521681087297256, Tremor Detection, -132, 83, -59, 98, -13, 593, -240, 86, 161
11/21/2014 12:01:48 PM, 635521681087307250, Tremor Detection, -120, 104, -40, 416, 612, 727, -234, 94, 170
11/21/2014 12:01:48 PM, 635521681087317244, Tremor Detection, -120, 104, -40, 677, 912, 824, -229, 93, 174
11/21/2014 12:01:48 PM, 635521681087327238, Tremor Detection, -106, 121, -39, 1036, 1024, 833, -215, 88, 186
11/21/2014 12:01:48 PM, 635521681087327238, Tremor Detection, -85, 196, -221, 1365, 920, 784, -207, 86, 209
11/21/2014 12:01:48 PM, 635521681087337232, Tremor Detection, -85, 196, -221, 2546, 2069, 576, -198, 78, 225
11/21/2014 12:01:48 PM, 635521681087347226, Tremor Detection, -69, 263, -335, 2972, 6806, 656, -197, 63, 225
11/21/2014 12:01:48 PM, 635521681087357220, Tremor Detection, -149, 365, -512, 1442, 1191, 440, -197, 64, 233
11/21/2014 12:01:48 PM, 635521681087357220, Tremor Detection, -149, 365, -512, -391, -1507, -388, -198, 66, 211
11/21/2014 12:01:49 PM, 635521681094732792, Tremor Detection, -77, 170, -216, -700, -994, -844, -199, 71, 190
11/21/2014 12:01:49 PM, 635521681094802750, Tremor Detection, -82, 72, -119, -693, -915, -794, -211, 71, 170
11/21/2014 12:01:49 PM, 635521681094822738, Tremor Detection, -82, 72, -119, -576, -707, -657, -216, 69, 161
11/21/2014 12:01:49 PM, 635521681094832732, Tremor Detection, -104, 64, -69, -469, -497, -429, -221, 72, 155
11/21/2014 12:01:49 PM, 635521681094842726, Tremor Detection, -124, 90, -79, -373, -335, -205, -219, 73, 152
11/21/2014 12:01:49 PM, 635521681094862714, Tremor Detection, -124, 90, -79, -125, 9, 155, -221, 78, 154
11/21/2014 12:01:49 PM, 635521681094872708, Tremor Detection, -125, 112, -79, -48, 205, 334, -215, 82, 156
11/21/2014 12:01:49 PM, 635521681094892696, Tremor Detection, -125, 112, -79, 24, 450, 432, -215, 81, 161
11/21/2014 12:01:49 PM, 635521681094912684, Tremor Detection, -121, 155, -68, 116, 705, 383, -211, 83, 169
11/21/2014 12:01:49 PM, 635521681094922678, Tremor Detection, -104, 186, -171, 248, 829, 296, -209, 74, 178
11/21/2014 12:01:49 PM, 635521681094942666, Tremor Detection, -104, 186, -171, 432, 1075, 164, -204, 68, 185
11/21/2014 12:01:49 PM, 635521681094952660, Tremor Detection, -125, 231, -294, 349, 592, 87, -203, 67, 189
11/21/2014 12:01:49 PM, 635521681094962654, Tremor Detection, -108, 211, -261, 175, -21, -135, -202, 58, 190
11/21/2014 12:01:49 PM, 635521681094982642, Tremor Detection, -108, 211, -261, 35, -314, -304, -207, 59, 182
11/21/2014 12:01:49 PM, 635521681094992636, Tremor Detection, -95, 159, -228, -240, -589, -368, -207, 58, 173
11/21/2014 12:01:49 PM, 635521681095002630, Tremor Detection, -97, 129, -193, -240, -666, -367, -211, 64, 168
11/21/2014 12:01:49 PM, 635521681095012624, Tremor Detection, -97, 129, -193, -259, -631, -323, -215, 65, 166
11/21/2014 12:01:49 PM, 635521681095032612, Tremor Detection, -111, 127, -156, -260, -586, -255, -218, 70, 155
11/21/2014 12:01:49 PM, 635521681095042606, Tremor Detection, -118, 126, -128, -261, -580, -186, -223, 70, 150
11/21/2014 12:01:49 PM, 635521681095052600, Tremor Detection, -118, 126, -128, -266, -360, -139, -227, 69, 146
11/21/2014 12:01:49 PM, 635521681095062594, Tremor Detection, -130, 130, -104, -268, -247, -97, -224, 73, 146
11/21/2014 12:01:49 PM, 635521681095072588, Tremor Detection, -128, 117, -71, -215, -117, -34, -227, 77, 145
11/21/2014 12:01:49 PM, 635521681095082582, Tremor Detection, -128, 117, -71, -160, 96, 45, -227, 78, 141
11/21/2014 12:01:49 PM, 635521681095092576, Tremor Detection, -118, 122, -38, -41, 690, 195, -224, 78, 141
11/21/2014 12:01:49 PM, 635521681095112564, Tremor Detection, -118, 122, -38, 65, 978, 254, -220, 76, 149
11/21/2014 12:01:49 PM, 635521681095122558, Tremor Detection, -102, 110, -46, 228, 1243, 324, -213, 69, 157
11/21/2014 12:01:49 PM, 635521681095132552, Tremor Detection, -103, 164, -188, 452, 1318, 402, -208, 64, 169
11/21/2014 12:01:49 PM, 635521681095142546, Tremor Detection, -103, 164, -188, 714, 1072, 241, -203, 51, 191
11/21/2014 12:01:49 PM, 635521681095152540, Tremor Detection, -120, 245, -357, 542, 382, 150, -204, 48, 199
11/21/2014 12:01:49 PM, 635521681095172528, Tremor Detection, -127, 265, -346, 163, -122, -59, -205, 48, 195
11/21/2014 12:01:49 PM, 635521681095182522, Tremor Detection, -127, 265, -346, -251, -675, -333, -205, 48, 185
11/21/2014 12:01:49 PM, 635521681095192516, Tremor Detection, -101, 175, -243, -534, -838, -491, -211, 54, 170
11/21/2014 12:01:49 PM, 635521681095202510, Tremor Detection, -96, 125, -168, -598, -866, -660, -219, 53, 155
11/21/2014 12:01:49 PM, 635521681095212504, Tremor Detection, -96, 125, -168, -476, -850, -656, -223, 57, 143
11/21/2014 12:01:49 PM, 635521681095222498, Tremor Detection, -110, 86, -113, -408, -740, -537, -229, 61, 139
11/21/2014 12:01:49 PM, 635521681095232492, Tremor Detection, -118, 86, -82, -346, -622, -292, -231, 67, 135
11/21/2014 12:01:49 PM, 635521681095242486, Tremor Detection, -118, 86, -82, -116, -321, 10, -233, 66, 134
11/21/2014 12:01:49 PM, 635521681095252480, Tremor Detection, -127, 116, -54, -58, -51, 131, -234, 72, 133
11/21/2014 12:01:49 PM, 635521681095252480, Tremor Detection, -127, 116, -54, -5, 245, 211, -234, 70, 135
11/21/2014 12:01:49 PM, 635521681095262474, Tremor Detection, -127, 120, -50, 78, 543, 300, -228, 73, 137
11/21/2014 12:01:49 PM, 635521681095272468, Tremor Detection, -116, 114, -47, 172, 824, 387, -222, 73, 141
11/21/2014 12:01:49 PM, 635521681095272468, Tremor Detection, -116, 114, -47, 416, 1189, 525, -219, 71, 149
11/21/2014 12:01:49 PM, 635521681095282462, Tremor Detection, -108, 148, -131, 644, 1037, 469, -213, 63, 163
11/21/2014 12:01:49 PM, 635521681095292456, Tremor Detection, -117, 236, -324, 790, 738, 380, -207, 58, 176
11/21/2014 12:01:49 PM, 635521681095302450, Tremor Detection, -117, 236, -324, 692, 183, 213, -206, 57, 184
11/21/2014 12:01:49 PM, 635521681095302450, Tremor Detection, -148, 288, -394, -58, -147, -317, -207, 50, 178
11/21/2014 12:01:49 PM, 635521681095312444, Tremor Detection, -113, 204, -274, -410, -908, -518, -211, 55, 166
11/21/2014 12:01:49 PM, 635521681095322438, Tremor Detection, -113, 204, -274, -653, -881, -666, -220, 62, 150
11/21/2014 12:01:49 PM, 635521681095332432, Tremor Detection, -95, 107, -130, -667, -887, -718, -223, 59, 143
11/21/2014 12:01:49 PM, 635521681095332432, Tremor Detection, -110, 60, -68, -571, -793, -674, -231, 59, 137
11/21/2014 12:01:49 PM, 635521681095342426, Tremor Detection, -110, 60, -68, -303, -467, -209, -234, 61, 135
11/21/2014 12:01:49 PM, 635521681095352420, Tremor Detection, -123, 85, -48, -173, -311, -37, -237, 63, 133
11/21/2014 12:01:49 PM, 635521681095362414, Tremor Detection, -123, 85, -48, -77, -80, 127, -232, 68, 130
11/21/2014 12:01:49 PM, 635521681095372408, Tremor Detection, -132, 118, -30, -30, 269, 247, -229, 69, 135
11/21/2014 12:01:49 PM, 635521681095372408, Tremor Detection, -126, 131, -39, -5, 695, 308, -230, 65, 141
11/21/2014 12:01:49 PM, 635521681095382402, Tremor Detection, -126, 131, -39, 176, 1519, 334, -220, 57, 144
11/21/2014 12:01:49 PM, 635521681095392396, Tremor Detection, -94, 90, -41, 352, 1896, 517, -211, 51, 153
11/21/2014 12:01:49 PM, 635521681095402390, Tremor Detection, -77, 117, -178, 676, 2058, 759, -205, 38, 177
11/21/2014 12:01:49 PM, 635521681095412384, Tremor Detection, -77, 117, -178, 1011, 1842, 914, -200, 23, 208
11/21/2014 12:01:49 PM, 635521681095412384, Tremor Detection, -106, 244, -358, 1042, 884, 580, -198, 9, 230
11/21/2014 12:01:50 PM, 635521681102648040, Tremor Detection, -134, 337, -479, 669, 88, 165, -199, 7, 232
11/21/2014 12:01:50 PM, 635521681102658034, Tremor Detection, -134, 337, -479, -47, -511, -185, -200, 13, 213
11/21/2014 12:01:50 PM, 635521681102668028, Tremor Detection, -97, 214, -311, -605, -1096, -552, -201, 24, 184
11/21/2014 12:01:50 PM, 635521681102678022, Tremor Detection, -71, 97, -146, -822, -1239, -900, -209, 34, 164
11/21/2014 12:01:50 PM, 635521681102678022, Tremor Detection, -71, 97, -146, -705, -940, -867, -215, 36, 148
11/21/2014 12:01:50 PM, 635521681102688016, Tremor Detection, -92, 42, -61, -575, -640, -583, -219, 41, 140
11/21/2014 12:01:50 PM, 635521681102698010, Tremor Detection, -92, 42, -61, -346, -459, -284, -221, 47, 137
11/21/2014 12:01:50 PM, 635521681102698010, Tremor Detection, -111, 61, -67, -136, -271, -66, -224, 52, 139
11/21/2014 12:01:50 PM, 635521681102708004, Tremor Detection, -123, 102, -53, 72, 170, 396, -222, 54, 140
11/21/2014 12:01:50 PM, 635521681109933666, Tremor Detection, -123, 102, -53, 102, 491, 515, -215, 59, 148
11/21/2014 12:01:50 PM, 635521681109943660, Tremor Detection, -123, 133, -53, 171, 799, 539, -212, 53, 154
11/21/2014 12:01:50 PM, 635521681109943660, Tremor Detection, -101, 132, -97, 314, 1068, 499, -207, 44, 169
11/21/2014 12:01:50 PM, 635521681109953654, Tremor Detection, -101, 132, -97, 557, 1268, 527, -205, 35, 186
11/21/2014 12:01:50 PM, 635521681109963648, Tremor Detection, -100, 187, -241, 778, 890, 467, -201, 25, 212
11/21/2014 12:01:50 PM, 635521681109963648, Tremor Detection, -104, 247, -350, 592, 279, 416, -199, 17, 226
11/21/2014 12:01:50 PM, 635521681109973642, Tremor Detection, -104, 247, -350, 387, 162, 179, -196, 16, 222
11/21/2014 12:01:50 PM, 635521681109983636, Tremor Detection, -105, 232, -318, 120, -331, -121, -199, 19, 213
11/21/2014 12:01:50 PM, 635521681109983636, Tremor Detection, -92, 181, -271, -378, -813, -409, -203, 30, 198
11/21/2014 12:01:50 PM, 635521681109993630, Tremor Detection, -92, 181, -271, -432, -866, -551, -208, 35, 177
11/21/2014 12:01:51 PM, 635521681110003624, Tremor Detection, -101, 162, -221, -496, -966, -629, -215, 43, 161
11/21/2014 12:01:51 PM, 635521681110003624, Tremor Detection, -101, 162, -221, -548, -1054, -698, -218, 45, 151
11/21/2014 12:01:51 PM, 635521681110013618, Tremor Detection, -96, 107, -132, -535, -817, -572, -219, 51, 139
11/21/2014 12:01:51 PM, 635521681110023612, Tremor Detection, -108, 84, -76, -430, -561, -352, -226, 58, 134
11/21/2014 12:01:51 PM, 635521681110023612, Tremor Detection, -108, 84, -76, -346, -375, -202, -230, 60, 131
11/21/2014 12:01:51 PM, 635521681110033606, Tremor Detection, -123, 97, -51, -228, -149, -47, -229, 63, 129
11/21/2014 12:01:51 PM, 635521681110043600, Tremor Detection, -125, 96, -50, -110, 109, 92, -228, 60, 128
11/21/2014 12:01:51 PM, 635521681110043600, Tremor Detection, -125, 96, -50, 165, 745, 423, -223, 62, 134
11/21/2014 12:01:51 PM, 635521681110053594, Tremor Detection, -102, 86, -22, 298, 1107, 583, -219, 61, 139
11/21/2014 12:01:51 PM, 635521681110053594, Tremor Detection, -89, 82, -26, 425, 1496, 792, -210, 53, 161
11/21/2014 12:01:51 PM, 635521681110063588, Tremor Detection, -89, 82, -26, 587, 1748, 951, -207, 42, 189
11/21/2014 12:01:51 PM, 635521681110073582, Tremor Detection, -83, 174, -203, 986, 1558, 955, -203, 22, 231
11/21/2014 12:01:51 PM, 635521681110073582, Tremor Detection, -89, 259, -442, 1329, 1119, 868, -201, 8, 266
11/21/2014 12:01:51 PM, 635521681110083576, Tremor Detection, -89, 259, -442, 917, 442, 625, -203, 4, 278
11/21/2014 12:01:51 PM, 635521681110093570, Tremor Detection, -122, 315, -436, 294, -22, 57, -201, 7, 254
11/21/2014 12:01:51 PM, 635521681110123552, Tremor Detection, -122, 315, -436, -198, -472, -345, -199, 18, 227
11/21/2014 12:01:51 PM, 635521681110133546, Tremor Detection, -81, 185, -239, -767, -734, -684, -198, 26, 201
11/21/2014 12:01:51 PM, 635521681110143540, Tremor Detection, -76, 77, -92, -696, -586, -673, -204, 33, 185
11/21/2014 12:01:51 PM, 635521681110153534, Tremor Detection, -76, 77, -92, -486, -337, -521, -206, 30, 174
11/21/2014 12:01:51 PM, 635521681110163528, Tremor Detection, -93, 47, -48, -260, -38, -245, -206, 30, 177
11/21/2014 12:01:51 PM, 635521681110173522, Tremor Detection, -103, 98, -102, -62, 314, 114, -206, 28, 177
11/21/2014 12:01:51 PM, 635521681110183516, Tremor Detection, -103, 98, -102, 387, 443, 271, -206, 28, 177
11/21/2014 12:01:51 PM, 635521681110193510, Tremor Detection, -111, 172, -241, 310, 197, 187, -201, 23, 194
11/21/2014 12:01:51 PM, 635521681110203504, Tremor Detection, -123, 222, -253, 16, 175, 276, -200, 24, 199
11/21/2014 12:01:51 PM, 635521681110213498, Tremor Detection, -123, 222, -253, -102, -35, 167, -201, 25, 194
11/21/2014 12:01:51 PM, 635521681110223492, Tremor Detection, -88, 177, -145, -221, -187, -45, -203, 32, 189
11/21/2014 12:01:51 PM, 635521681110233486, Tremor Detection, -88, 177, -145, 49, 80, -309, -200, 25, 186
11/21/2014 12:01:51 PM, 635521681110243480, Tremor Detection, -85, 95, -120, 40, 193, -94, -195, 21, 183
11/21/2014 12:01:51 PM, 635521681110253474, Tremor Detection, -70, 101, -129, 107, 288, 121, -194, 13, 191
11/21/2014 12:01:51 PM, 635521681110253474, Tremor Detection, -70, 101, -129, 223, 426, 217, -188, 5, 200
11/21/2014 12:01:51 PM, 635521681110263468, Tremor Detection, -85, 163, -263, 292, 416, 221, -186, 0, 210
11/21/2014 12:01:51 PM, 635521681110273462, Tremor Detection, -103, 253, -430, 156, -282, -10, -190, 1, 210
11/21/2014 12:01:51 PM, 635521681110283456, Tremor Detection, -103, 253, -430, -80, -1082, -425, -188, 5, 200
11/21/2014 12:01:51 PM, 635521681110293450, Tremor Detection, -117, 250, -322, -402, -1695, -759, -194, 22, 176
11/21/2014 12:01:51 PM, 635521681110303444, Tremor Detection, -85, 152, -149, -796, -1951, -1036, -203, 32, 156
11/21/2014 12:01:51 PM, 635521681110313438, Tremor Detection, -85, 152, -149, -1050, -1633, -1348, -214, 39, 141
11/21/2014 12:01:51 PM, 635521681110323432, Tremor Detection, -74, 61, -72, -1042, -1265, -1232, -222, 38, 132
